unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+12250,|NIM×GAN₂@t|,NIM,𒉐,LAK270 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK271 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY251 [Standard Babylonian (any period) | Akkadian syllabary]; BAU141? [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES154 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL122 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP390 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK272 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY252 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL356 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES155 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL123 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL279 [Hittite period (~1650–1180 BCE) | Hittite]; KWU399 [Ur III (~2112–2004 BCE) | Administrative]; MZL691 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE118 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP391 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA434 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA221 [Standard Babylonian (any period) | Akkadian syllabary]
U+12250,|NIM×GAN₂@t|,|NIM×GAN₂|,𒉐,LAK272 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY252 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL356 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES155 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL123 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL279 [Hittite period (~1650–1180 BCE) | Hittite]; KWU399 [Ur III (~2112–2004 BCE) | Administrative]; MZL691 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE118 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP391 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA434 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA221 [Standard Babylonian (any period) | Akkadian syllabary]
U+12255,|NINDA₂×(AŠ.AŠ)|,|NINDA₂×2(AŠ@c)|,𒉕,ELLES058 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL318 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA177n [Standard Babylonian (any period) | Akkado-Babylonian]
U+1225A,|NINDA₂×ŠE|,|NINDA₂×(DIŠ.ŠE.A.AN)|,𒉚,LAK105 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK108 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY127 [Standard Babylonian (any period) | Akkadian syllabary]; BAU066 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU160 [Ur III (~2112–2004 BCE) | Administrative]; PTACE069 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP108 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA187v5 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1225A,|NINDA₂×ŠE|,|NINDA₂×(ŠE.A.AN)|,𒉚,LAK105 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK108 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY127 [Standard Babylonian (any period) | Akkadian syllabary]; BAU066 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU160 [Ur III (~2112–2004 BCE) | Administrative]; PTACE069 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP108 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA187v5 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1225A,|NINDA₂×ŠE|,NINDA₂@180,𒉚,LAK105 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK108 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY127 [Standard Babylonian (any period) | Akkadian syllabary]; BAU066 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU160 [Ur III (~2112–2004 BCE) | Administrative]; PTACE069 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP108 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA187v5 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1252A,|NINDA₂×U|,|NINDA₂×U@c|,𒔪,LAK102 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES060 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+1252B,|NINDA₂×(U.U)|,|NINDA₂×(U@c.U@c)|,𒔫,LAK103 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
,|NINDA₂×2(DIŠ)|,|NINDA₂×NIGIDAMIN@c|,,LAK101 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES059 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+1226C,|NUN%NUN.LAGAR&LAGAR|,|(NUN.LAGAR)&(NUN.LAGAR)|,𒉬,SLLHA063_27n [Standard Babylonian (any period) | Akkado-Babylonian]
U+12269,NUN@t,NUN,𒉩,LAK076 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY063 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL241 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL144 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA087 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1226D,NUNUZ,|AB₂%AB₂|,𒉭,LAK364 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL371 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU082a [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES200 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL214 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU532 [Ur III (~2112–2004 BCE) | Administrative]; PTACE180 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP348 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1226D,NUNUZ,NUNUZ~a,𒉭,LAK813 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU082b [Early Dynastic (~2900–2340 BCE) | Lagash]; LAK364 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL371 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU082a [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES200 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL214 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU532 [Ur III (~2112–2004 BCE) | Administrative]; PTACE180 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP348 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+124F1,LAK449,|LAK449×AŠ|,𒓱,LAK449^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP350^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK449 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES233 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP350 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12471,P₂,AŠ@t,𒑱,LAK178 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK820^c [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY209 [Standard Babylonian (any period) | Akkadian syllabary]; HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12471,P₂,DIŠ,𒑱,LAK820^d [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK834^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK854^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY276 [Standard Babylonian (any period) | Akkadian syllabary]; HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12471,P₂,GAM,𒑱,LAK180 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY210 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL091 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12471,P₂,GE₂₂,𒑱,HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12471,P₂,U,𒑱,LAK821^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK840^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK857^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK859^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY242 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL176 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12471,P₂,|U.U|,𒑱,ASY274 [Standard Babylonian (any period) | Akkadian syllabary]; HZL248 [Hittite period (~1650–1180 BCE) | Hittite]; MZL592 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA377n1 [Standard Babylonian (any period) | Akkado-Babylonian]
,|PA.SAL.HUB₂.DU|,DU,𒉺𒊩𒄸𒁺,LAK484 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY135 [Standard Babylonian (any period) | Akkadian syllabary]; BAU374 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES252 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL224 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE236 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP369 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1227E,PEŠ₂,LAK247,𒉾,LAK247 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES145 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE137 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP460bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK245 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL418 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES146 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL003 [Hittite period (~1650–1180 BCE) | Hittite]; MZL882 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA596 [Standard Babylonian (any period) | Akkado-Babylonian]; ELLES138 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468ter [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1228E,|PIRIG@PIRIG|,|GIR₃@GIR₃|,𒊎,SLLHA444n2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1228C,|PIRIG×UD|,PIRIG,𒊌,LAK256 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU162 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES144 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL131 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP460 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK259 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY096 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL179 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL132 [Gudea period (~2100 BCE) | Lagash / Girsu]; GCSL133 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL093 [Hittite period (~1650–1180 BCE) | Hittite]; KWU437 [Ur III (~2112–2004 BCE) | Administrative]; MZL296 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA130 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA084 [Standard Babylonian (any period) | Akkadian syllabary]
U+1228D,|PIRIG×ZA|,PIRIG,𒊍,LAK256 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; BAU162 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES144 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL131 [Gudea period (~2100 BCE) | Lagash / Girsu]; RSP460 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK261 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY097 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL180 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU164 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES147 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL092 [Hittite period (~1650–1180 BCE) | Hittite]; KWU445 [Ur III (~2112–2004 BCE) | Administrative]; MZL297 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE136 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP461 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA131 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA085 [Standard Babylonian (any period) | Akkadian syllabary]
U+12291,RI,HU,𒊑,LAK064 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY052 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL031 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE040 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK075 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY061 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL039 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES046 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL178a [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL032 [Hittite period (~1650–1180 BCE) | Hittite]; KWU120 [Ur III (~2112–2004 BCE) | Administrative]; MZL142 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE064 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP412 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA086 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA053 [Standard Babylonian (any period) | Akkadian syllabary]
U+12293,SA,SA@v,𒊓,LAK731 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY076 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL147 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU361 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES357 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL298 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL200 [Hittite period (~1650–1180 BCE) | Hittite]; KWU842 [Ur III (~2112–2004 BCE) | Administrative]; MZL172 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE294 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP132 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA104 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA066 [Standard Babylonian (any period) | Akkadian syllabary]
U+122A8,SAG@g,SAG,𒊨,LAK307 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY087 [Standard Babylonian (any period) | Akkadian syllabary]; BAU228 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES178 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL138 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE163 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP192 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK317 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY179 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL331 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU229 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES181 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL139 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU436 [Ur III (~2112–2004 BCE) | Administrative]; MZL512 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE166 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP193 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA329 [Standard Babylonian (any period) | Akkado-Babylonian]
,|SAL.KUR|,|SAL×KUR|,𒊩𒆳,LAK049 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES276 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE231 [Early Dynastic (~2900–2340 BCE) | Ebla]; ASY303 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL459 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU398 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL239 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL305 [Hittite period (~1650–1180 BCE) | Hittite]; KWU793 [Ur III (~2112–2004 BCE) | Administrative]; MZL890 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP173 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA558 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA267 [Standard Babylonian (any period) | Akkadian syllabary]
,|SAL.LAGAR|,|SAL×LAGAR|,𒊩𒇬,MZL895 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA554n [Standard Babylonian (any period) | Akkado-Babylonian]
U+122AB,SANGA₂,|LAGAB×SANGA₂|,𒊫,LAK175 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL205 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES102 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP276 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+122AC,SAR,SAR@90,𒊬,LAK215 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY184 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL385 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES125 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL112 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL353 [Hittite period (~1650–1180 BCE) | Hittite]; KWU650 [Ur III (~2112–2004 BCE) | Administrative]; MZL541 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE077 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP446 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA159 [Standard Babylonian (any period) | Akkadian syllabary]
U+122DE,SIG₄,LUM,𒋞,LAK194 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY307 [Standard Babylonian (any period) | Akkadian syllabary]; BAU123 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES114 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL100 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE213 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP138 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK188 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL243 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU206 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES111 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL096 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL311 [Hittite period (~1650–1180 BCE) | Hittite]; KWU355 [Ur III (~2112–2004 BCE) | Administrative]; MZL906 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE214 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP114 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA567 [Standard Babylonian (any period) | Akkado-Babylonian]
,|SILA₃.ŠU.GABA|,|SILA₃.ŠU.GABA|,𒋡𒋗𒃮,
U+122E3,|SU&SU|,SU,𒋣,LAK293 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY006 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL137 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE120 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+122E4,SUD,BU,𒋤,LAK232 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY213 [Standard Babylonian (any period) | Akkadian syllabary]; BAU148 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES131 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL115 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE123 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP335 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK235^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY215 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL266 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU149 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU151 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL116 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL341 [Hittite period (~1650–1180 BCE) | Hittite]; KWU386 [Ur III (~2112–2004 BCE) | Administrative]; MZL584 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP336 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA373 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA187 [Standard Babylonian (any period) | Akkadian syllabary]
U+122E4,SUD,BU@g,𒋤,LAK233 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES132 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE124 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK235^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY215 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL266 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU149 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU151 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL116 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL341 [Hittite period (~1650–1180 BCE) | Hittite]; KWU386 [Ur III (~2112–2004 BCE) | Administrative]; MZL584 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP336 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA373 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA187 [Standard Babylonian (any period) | Akkadian syllabary]
U+122E4,SUD,LAK233@g,𒋤,LAK235^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY215 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL266 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU149 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU151 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL116 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL341 [Hittite period (~1650–1180 BCE) | Hittite]; KWU386 [Ur III (~2112–2004 BCE) | Administrative]; MZL584 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP336 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA373 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA187 [Standard Babylonian (any period) | Akkadian syllabary]
U+122E7,SUM,|SUM×DIŠ|,𒋧,LAK198 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK197 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY115 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL388 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU125 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES117 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL101 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL350 [Hittite period (~1650–1180 BCE) | Hittite]; KWU591 [Ur III (~2112–2004 BCE) | Administrative]; MZL292 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE327 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP450 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA164 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA100 [Standard Babylonian (any period) | Akkadian syllabary]
U+122AF,|ŠA₃×A|,|ŠA₃.A|,𒊯,ABZL436 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL608 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA390 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1245B,ŠANABI,ŠANABI@t,𒑛,ABZL441 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL832 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA572 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1245B,ŠANABI,ŠANABI@v,𒑛,ABZL441 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL832 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA572 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12303,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).U₂|,𒌃,SLLHA375_45 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12303,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|,|(ŠE.NUN)&(ŠE.NUN)|,𒌃,SLLHA375_45 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12303,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN)|,|((ŠE.NUN)&(ŠE.NUN))×U₂|,𒌃,SLLHA375_45 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12304,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).GAD&GAD.GAR&GAR|,|U&U.BUR&BUR|,𒌄,LAK420 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP380bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; MZL588 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA375_46 [Standard Babylonian (any period) | Akkado-Babylonian]
,|(ŠE.NUN&NUN)&(ŠE.NUN&NUN).LAGAB.LAGAB|,|(ŠE.NUN&NUN.LAGAB)&(ŠE.NUN&NUN.LAGAB)|,𒌃𒆸𒆸,
U+122BE,ŠEG₉,LAK263,𒊾,LAK263 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES149 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK187 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL429 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL310 [Gudea period (~2100 BCE) | Lagash / Girsu]; MZL878 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP462 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA551v [Standard Babylonian (any period) | Akkado-Babylonian]
