p_number,designation,period,provenience,subgenre,line_label,sumerian_reading,sign_sequence,akkadian_gloss
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 48,hul,|IGI.UR|,sa-ar-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 49,hul,|IGI.UR|,šul-pu-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 50,hul,|IGI.UR|,la(IŠ-)pa-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 51,hulpad,|IGI.UR.RU.GAR|,mi-iṭ-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 52,hilib,|IGI.KUR|,pa-an
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 53,hilib,|IGI.KUR|,er-ṣe-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 54,hilib,|IGI.KUR|,ir-kal-la
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 55,hilib,|IGI.KUR|,dan-ni-na
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 56,hilib,|IGI.KUR|,ga-an-ze₂-er
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 57,ganzer,|IGI.KUR.ZA|,KA₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 58,ganzer,|IGI.KUR.ZA|,{d}er-ṣe-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 59,ganzer,|IGI.KUR.ZA|,{d}ir-kal-la
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 60,ganzer,|IGI.KUR.ZA|,{d}dan-ni-na
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 61,ganzer,|IGI.KUR.ZA|,ga-an-zer₃
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 62,dala₂,|IGI.KAK|,ṣi-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 63,dala₂,|IGI.KAK|,da-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 64,dala₂,|IGI.KAK|,gub-rum(NU)
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 64a,dala₂,|IGI.KAK|,ŠU-pu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 65,dala₂,|IGI.KAK|,da-ʾu-u₂-mu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 66,šukur,|IGI.KAK|,šu-kur-rum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 66a,šukur,|IGI.KAK|,gub-rum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 67,ubri,|IGI.KAK|,šu-kur-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 68,ubri,|IGI.KAK|,da-ʾu-u₂-mu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 69,henzer,|IGI.DIM|,še-er-rum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 70,henzer,|IGI.DIM|,ṣe-eh-[rum]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 71,henzer,|IGI.DIM|,la-aʾ-[u₂]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 72,henzer,|IGI.DIM|,la-[...]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 1',e-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 2',<(e-[...])>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 3',<(e-[...])>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 4',<(e-[...])>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 5',⸢giš⸣-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 6',giš-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 7',giš-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 8',e-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 9',eš,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 10',<(eš)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 11',<(eš)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 12',<(eš)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 13',{ŋeš}šallur,{[ŋeš}|GIŠ%GIŠ|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 14',giš-[...],,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 15',{ŋeš}hašhur,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 16',il-⸢dag⸣,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 17',<(il-dag)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 18',<(il-dag)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 19',<(il-dag)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 20',<(il-dag)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 21',{<KIMIN(il-dag)>},,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 22',{<KIMIN(il-dag)>},,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 23',<(il-dag)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 24',{ŋeš}asal₂,{ŋeš}|A.TU.GABA.LIŠ|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 25',{ŋeš}kim₃,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 26',{ŋeš}šinig,{ŋeš}|GAD.NAGA|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 27',{<KIMIN(ši-ni-ig)>},{ŋeš}|ŠU₂.NAGA|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 28',{ŋeš}dih₃,,bal-[tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 29',{ŋeš}dih₃,,hi-⸢iš⸣-[tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 30',{ŋeš}dih₃,,za-[aʾ-tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 31',{ŋeš}dih₃,,ha-an-[da-aš-pi-ru]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 32',{ŋeš}ad₅,{ŋeš}|U₂.GIR₂|,ed-⸢de⸣-[tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 33',{ŋeš}kišig,{ŋeš}|U₂.GIR₂|,a-ša-[gu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 34',{ŋeš}harub,{ŋeš}|DAG.KISIM₅×(U₂.GIR₂)|,ha-ru-[bu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 35',{ŋeš}halbi,{ŋeš}|MUŠ₃×(A.DI)|,hal-pu-[u₂]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 36',šu-u₂-šu,{ŋeš}šušuₓ(|MUŠ₃.SIK₂.LAM|),šu-u₂-⸢šu⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 37',{ŋeš}udug₂,{ŋeš}|ŠITA.GIŠ|,kak-ku
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 38',{ŋeš}rig₃,{ŋeš}|ŠITA.GIŠ|,kak-ku
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 39',{ŋeš}šita₂,{ŋeš}|ŠITA.GIŠ|,kak-ku
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 40',{ŋeš}meddu,{ŋeš}|KU.AN|,{<KIMIN(kak-ku)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 41',{ŋeš}meddu₂,{ŋeš}|KU.IDIM|,{<KIMIN(kak-ku)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 42',{ŋeš}guzza,{ŋeš}|KU.GAR|,ku-su-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 43',{ŋeš}erim₂,{ŋeš}|NE.RU|,bu-u₂-du
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 44',{ŋeš}eškiri,{ŋeš}|U.EN×GAN₂@t|,{<KIMIN(bu-u₂-du)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 45',{ŋeš}banšur,{ŋeš}|URU×(MIN.URUDA)|,pa-šu-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 46',{ŋeš}banšur₂,{ŋeš}|IDIM&IDIM.BUR|,{<KIMIN(pa-šu-ru)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 47',kin₅-giš-⸢ka⸣-[...],|GIŠ.KA.KAD₃|,{<ŠU(kannaškarakku)>}{ku}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 48',{ŋeš}gigir,{[ŋeš]}|LAGAB×BAD|,ner-kab-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r i 49',{ŋeš}gigir₃,{[ŋeš]}|LAGAB×LIŠ|,{<KIMIN(ner-kab-tu)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 1',[...]-⸢x⸣,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 2',<([...]-x)>,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 3',ni-si-ki,nisikiₓ(|GIŠ.GAR.UMBIN|),
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 4',{ŋeš}ebir₃,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 5',{ŋeš}ebir₄,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 6',{ŋeš}ellag,,pu-[uk-ku]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 7',{ŋeš}ellag,,me-[ek-ku-u₂]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 8',{ŋeš}ellag,,a-[tar-tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 9',{ŋeš}kunin₂,{ŋeš}|LAGAB×A|,ku-[ni-in-nu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 10',{ŋeš}bugin,{ŋeš}|LAGAB×A|,bu-⸢gi⸣-[in-nu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 11',{ŋeš}kun₄,{ŋeš}|I.DIB|,si-[mi-il-tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 12',{ŋeš}naŋa₃,{ŋeš}|GUM×ŠE|,e-si-[it-tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 13',{ŋeš}targul,{ŋeš}|MA₂.MUG|,tar-[kul-lu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 14',an-ta,{ŋeš}|MA₂.MUG|,nam-ha-[ṣu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 15',{ŋeš}ŋisal,{ŋeš}|BI.GIŠ|,gi-šal-[lu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 16',{ŋeš}gi-muš,,pa-ri-⸢su⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 17',ŋeš-kuwaₓ(KUŠU₂),,iṣ-ṣur
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 18',{ŋeš}šita₂,{ŋeš}|ŠITA.GIŠ|,GIŠ
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 19',{ŋeš}buru₇,,in-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 20',{ŋeš}buru₇,,il-lu-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 21',{ŋeš}sugin,,su-gi-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 22',{ŋeš}sugin,,nu-ta-pu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 23',{ŋeš}sugin,,GIŠ
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 24',{ŋeš}mudul,,mu-du-lu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 25',{ŋeš}mudul,,ma-an-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 26',{ŋeš}mudul,,maš-šu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 27',{ŋeš}mudul,,ma-ak-ku-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 28',{ŋeš}mudul,,ma-la-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 29',{ŋeš}mudul,,nap-pa-ṣu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 30',{ŋeš}mudul,,ga-ši-šu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 31',{ŋeš}mudul,,mu-du-lu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 32',{ŋeš}mudul,,man-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 33',{ŋeš}mudul,,maš-šu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 34',{ŋeš}mudul,,ma-ak-ku-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 35',{ŋeš}mudul,,ma-la-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 36',{ŋeš}mudul,,⸢na⸣-ap-pa-ṣu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 37',{ŋeš}mudul,,ga-ši-šu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 38',{ŋeš}gazinbu,,ga-ši-šu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 39',{ŋeš}gazinbu,,ga-za-ma-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 40',{ŋeš}šašku,,giš-ša(IŠ-)aš₂-ku-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 41',{ŋeš}mulla,,ma-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 42',{ŋeš}mulla,,ma-lal-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 43',ŋeš-kim₃,,bu-ka-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 44',{ŋeš}gidim₃,,a-la-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 45',ŋeš-bu₁₀,{ŋeš}|PAP.PAP|,kip-pa-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,r ii 46',dirig,,DUB
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 1,ŋeš-bu₁₀,{ŋeš}|PAP.PAP|,kip-pa-⸢tum⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 2,ŋeš-bu₁₀,{⸢ŋeš⸣}|PAP×X.PAP|,{<|KI.MIN|(kip-pa-tum)>}
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 3,kibir₂,{ŋeš}|ŠU₂.AŠ₂|,ki-be-er-⸢ru⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 4,{ŋeš}kibir₂,{ŋeš}|ŠU₂.AŠ₂|,giš-ki-be-er-ru
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 5,{ŋeš}kibir₂,{<(ŋeš}|ŠU₂.AŠ₂|,eš-še-hu
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 6,gibil₂,{ŋeš}|ŠU₂.AŠ₂|,qi₂-lu-u₂-tum
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 7,{ŋeš}gibil₂,{ŋeš}|ŠU₂.AŠ₂|,GIŠ
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 8,{ŋeš}gibil₂,{<(ŋeš}|ŠU₂.AŠ₂|,⸢GIŠ⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 9,uri,,ap-pa-ta-⸢a-an⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 10,uri,,ṣe-re-ta-a-⸢an⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 11,(...),,ṣe-en-ni-ta-a-⸢an⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 12,ah₃,,⸢ne₂-e-ʾe-pu⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,o 13,ah₃,,⸢ah⸣-[hu]
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,r 1',šimbirida,|KUR.RA|{[sar]},[ni-nu]-⸢u₂⸣
P282946,"MSL 15, 134 B",Middle Assyrian,Assur,Diri,r 2',,|SI.A|{ir},⸢DUB
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 3'a,<([...])>,,kun-⸢kun⸣-[nu]
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 4'a,<([...])>,,i-dir-⸢tum⸣
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 5'a,<([...])>,,ta-zi-⸢im⸣-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 5'b,<([...])>,,ta-⸢zi⸣-[...]
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 7'a,<([...])>,,šub-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 7'b,<([...])>,,mu-ša₂-bu
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 8'a,<([...])>,,ma-ka-lu-u₂
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 9'a,<([...])>,,ši-ik-ka-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 10'a,<([...])>,,ar-da-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 11'a,<([...])>,,e-ru-u
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 12',gal₅-la₂,|TE.LA₂|,gal-lu-u₂
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 13',lugud,|BAD.UD|,šar-ku
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 14',adama,|BAD.MI|,a-da-ma-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 15',,munu₅(|PAP.PAP.ŠE|)mu₂,ba-qi₂-⸢lu⸣
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 16',,|PAP.PAP.ŠE|SAR,il-la-⸢ri⸣
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 17',,|PAP.PAP.ŠE|SAR,ki-⸢si⸣-im-mu
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 18',,|DIM×KUR.SAR|,id-ra-nu
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 19',,|DIM×KUR.SAR|,hi-im-ṭe₃-e-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 20',,|X.X.A.SAR|,mu-zi-qa-tum
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 21',,|X.X.SUD₂|,a-tap-pu
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 21'b,<([...])>,|X.X.SUD₂|,i-ku
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,i' 22'a,<([...])>,,il-la-ri
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 5',usandu,|HU.KAK|,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 6',tal-tal,[RI-RI],
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 7',pag-pag,[HU-HU],
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 7'b,pag-pag,<([HU-HU])>,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 8',še₂₁,|HU.NA₂|,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 8'b,še₂₁,|HU.NA₂|,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 9',na-a,naₓ(|HU.NA₂|),
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 10',še₂₁,|HU.NA₂|,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 11',saŋa₄,,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 12',saŋa₄,,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 13',du-[...],,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 14',dur-[...],,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 15',du-[...],,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 16',⸢x⸣-[...],,
P297210,"BIN 02, 037, pl. 66 c",Neo-Babylonian,unclear,Diri,ii' 17',⸢x⸣-[...],,
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 2',erim₂,|NE.RU|,a-a-bu
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 3',udub₃,|NE.SI.A|,pe₂-en-tum
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 4',gal-zu,,mu-du-u₂
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 5',santana,|GAL.NI|,sa-an-da-na-ku
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 6',tiru,|GAL.TE|,e-ka-al-lu
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 7',aŋarin₄,|GA₂×AN.ŠIM|,a-ga-ri-nu
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 8',amalu,|GA₂×AN.AN.MUŠ₃|,a-ma-lu-tum
P332872,"MHET 1/2, 030",Old Babylonian,Sippar Amnanum,OB Diri varia,o i 9',emedu₂,|GA₂×AN.A.TU|,ar-du
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 2,{[na₄}gug],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 3,{[na₄}gug],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 4,{[na₄}gug],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 5,{[na₄}gug],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 6,{[na₄]}⸢gug⸣,LAGAB,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 7,{[na₄]}gug,SI-KAK,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 8,{[na₄]}kišib,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 9,{[na₄]}lagab,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 10,{[na₄]}ellaŋ₂,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 11,,{[na₄]}nir₂(|ZA.DUN₃@g|),
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 12,{[na₄]}⸢nir₂⸣,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 13,{[na₄]}⸢nir₂⸣,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 14,{[na₄]}nir₂,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 15,{[na₄}nir₂],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 16,{[na₄}nir₂,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 17,{[na₄}nir₂],,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 18,{[na₄}nir₂,,
P332929,"Studies Klein, 319",Old Babylonian,Sippar,OB Sippar Diri,o 19,{[na₄}nir₂,,
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,1',⸢zu₂⸣{{,,wa-ṣa-bu }}
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,2',⸢zu₂⸣{{,,pa-pal-al-um }}
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,3',⸢zu₂⸣{{,,su-uš-šum }}
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,4',zu₂,,
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,5',zu₂,,
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,6',⸢zu₂⸣,,
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,1,buru₄{mušen},|NU₁₁.BUR|{mušen]},[e]-re-bu
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,2,{kuš}ummud,{[kuš}|A.EDIN.LAL|,⸢na⸣-du-um
P333165,PRAK B 227,Old Babylonian,Kish,OB Diri varia,3,su-bir₄{ki},|SU.EDIN|{ki},šu-ba-ar-tum
